Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_1425,c_9,c_1,c_12,c_6,0.9734,0.084283315
model_1426,c_1,c_11,c_8,m_3,0.9737,0.084298216
model_1427,c_10,m_2,c_3,s,0.9465,0.18188454
model_1428,m_2,m_3,c_6,c_8,0.2779,2.0187383
model_1429,c_4,c_10,c_8,m_3,0.9762,0.08101152
model_1430,c_6,c_6,c_12,c_4,0.9731,0.08137472
model_1431,c_7,m_1,m_2,c_7,0.8944,0.3968826
model_1432,m_2,m_2,m_3,c_10,0.1135,2.301061
model_1433,c_9,c_2,c_12,c_4,0.9726,0.08785199
model_1434,c_5,c_3,c_5,s,0.9731,0.087541215
model_1435,c_3,c_1,c_5,s,0.9726,0.09107248
model_1436,c_5,c_6,c_5,m_3,0.9714,0.087838285
model_1437,c_3,c_2,c_10,c_2,0.9676,0.09811917
model_1438,c_8,m_3,c_5,c_8,0.9428,0.19662537
model_1439,c_12,c_10,c_3,s,0.9726,0.08867678
model_1440,m_2,m_2,m_1,c_6,0.3314,2.0230963
model_1441,c_1,c_10,c_2,c_8,0.9754,0.07886561
model_1442,c_10,c_4,c_7,m_2,0.9726,0.08510172
model_1443,c_8,c_11,m_2,c_6,0.9631,0.12645362
model_1444,c_11,m_1,c_8,c_7,0.9512,0.16554876
model_1445,c_5,c_1,c_8,c_6,0.9737,0.08382352
model_1446,m_1,c_10,c_9,c_5,0.9361,0.20456128
model_1447,c_10,c_3,c_3,m_2,0.9731,0.083312064
model_1448,m_3,c_8,m_3,m_1,0.6058,1.6449603
model_1449,c_6,m_3,m_1,c_2,0.9381,0.27354026
model_1450,c_10,c_9,c_11,c_9,0.9737,0.083162874
model_1451,c_4,c_10,c_11,c_11,0.9729,0.08586804
model_1452,m_1,c_7,c_6,c_12,0.9361,0.20738287
model_1453,c_4,m_2,m_3,c_9,0.756,1.1707262
model_1454,c_11,c_6,c_10,c_6,0.9743,0.08234431
model_1455,c_7,c_11,c_6,s,0.9732,0.08489217
model_1456,c_9,c_2,c_11,c_12,0.9735,0.082336344
model_1457,c_8,c_1,m_3,c_9,0.9555,0.15405053
model_1458,m_3,c_1,s,-,0.8128,0.62617207
model_1459,c_12,c_7,m_1,m_1,0.9598,0.13790686
model_1460,c_4,c_4,c_12,c_10,0.9751,0.08211253
model_1461,c_6,c_12,c_12,c_5,0.974,0.08350994
model_1462,m_1,c_1,m_2,c_9,0.9143,0.34313196
model_1463,c_3,c_12,m_1,c_12,0.9633,0.12657858
model_1464,c_8,c_2,c_10,c_7,0.9746,0.07843902
model_1465,c_4,c_8,m_1,m_3,0.961,0.13901128
model_1466,m_2,c_5,c_11,c_1,0.9339,0.22108825
model_1467,c_4,m_1,c_7,m_2,0.9484,0.17440034
model_1468,c_5,m_1,c_5,c_3,0.9507,0.16471267
model_1469,c_6,c_3,s,-,0.9687,0.10430087
model_1470,c_9,c_7,m_2,c_3,0.9584,0.13984002
model_1471,c_7,c_11,m_3,c_3,0.9646,0.12382283
model_1472,c_11,m_3,c_4,c_12,0.9513,0.17025225
model_1473,c_3,c_12,c_2,c_5,0.9727,0.08488363
model_1474,c_9,m_1,c_2,c_10,0.9502,0.16483633
model_1475,c_8,m_3,c_8,c_7,0.9405,0.20250899
model_1476,m_2,c_8,c_5,c_3,0.9323,0.22307855
model_1477,c_7,c_10,c_8,c_1,0.9743,0.08368587
model_1478,m_1,c_11,c_8,c_11,0.9338,0.21319304
model_1479,m_3,c_8,c_2,c_12,0.8323,0.5345598
model_1480,c_9,c_6,c_12,m_1,0.9735,0.08667367
model_1481,c_9,c_4,m_3,m_2,0.9625,0.13026167
model_1482,m_1,c_1,c_12,c_8,0.9391,0.20492056
model_1483,m_1,c_7,c_1,c_6,0.9358,0.21403573
model_1484,c_8,c_6,c_1,m_2,0.973,0.08530383
model_1485,c_8,m_2,m_1,c_7,0.9197,0.30748248
model_1486,c_8,m_2,c_4,c_7,0.9493,0.16850205
model_1487,c_6,c_2,c_7,c_7,0.9745,0.08202185
model_1488,c_2,c_12,c_3,c_7,0.9728,0.08896521
model_1489,m_2,c_1,c_7,c_1,0.9284,0.22772315
model_1490,c_3,c_6,c_11,c_2,0.9727,0.08649108
model_1491,c_2,m_2,c_5,c_3,0.9513,0.16714557
model_1492,c_7,c_3,c_10,c_4,0.9737,0.083986096
model_1493,c_3,c_12,m_1,c_10,0.9625,0.12794381
model_1494,c_12,c_3,c_9,c_10,0.9726,0.08742517
model_1495,c_11,m_3,m_1,c_6,0.9191,0.3531164
model_1496,c_8,c_7,c_9,c_11,0.9727,0.08312757
model_1497,c_2,c_7,c_9,c_3,0.9736,0.08328183
model_1498,c_10,c_8,m_2,m_1,0.9621,0.13438375
model_1499,c_1,m_1,c_11,c_12,0.9512,0.16368318
model_1500,c_2,m_2,c_3,c_7,0.9528,0.1651696
model_1501,c_5,c_7,c_8,c_12,0.9736,0.08407517
model_1502,c_3,c_7,c_6,s,0.9726,0.08830339
model_1503,c_9,m_3,c_3,c_1,0.9561,0.15019356
model_1504,m_1,m_3,c_5,m_1,0.5465,1.4650495
model_1505,c_6,m_3,c_2,c_3,0.9535,0.15370226
model_1506,c_5,m_2,c_11,c_8,0.9532,0.16247967
model_1507,c_7,m_1,c_6,c_1,0.9481,0.17766535
model_1508,m_1,c_4,c_8,c_2,0.9377,0.20578517
model_1509,c_12,c_4,c_10,c_11,0.9719,0.08578139
model_1510,c_7,c_4,c_3,c_11,0.9752,0.078866094
model_1511,c_7,c_8,c_7,s,0.9736,0.08258336
model_1512,c_6,c_2,m_2,c_8,0.9632,0.12917203
model_1513,c_6,c_5,c_3,m_2,0.9718,0.08668682
model_1514,m_2,m_1,c_6,c_10,0.7628,0.7787853
model_1515,c_1,c_6,c_7,c_5,0.9731,0.081831746
model_1516,c_5,m_3,s,-,0.9328,0.2442344
model_1517,c_5,m_2,c_12,m_3,0.9523,0.16051617
model_1518,c_5,c_11,c_10,s,0.9748,0.08153584
model_1519,m_2,c_4,c_11,c_12,0.9367,0.21247898
model_1520,c_1,c_12,c_2,m_3,0.9731,0.08511697
model_1521,c_10,c_2,c_3,s,0.9741,0.0822958
model_1522,c_3,c_11,m_1,c_3,0.9619,0.13217217
model_1523,c_12,c_3,c_11,c_2,0.9738,0.08217084
model_1524,c_5,c_5,c_10,m_3,0.9729,0.08783825
model_1525,c_12,c_10,c_5,c_4,0.9729,0.08649655
model_1526,c_9,c_10,c_7,m_1,0.9742,0.08095464
model_1527,m_1,c_1,c_2,c_3,0.9361,0.21020667
model_1528,c_10,c_11,m_2,m_2,0.9615,0.13124192
model_1529,c_5,c_6,c_2,c_11,0.9734,0.087059125
model_1530,c_7,c_11,c_7,c_11,0.9744,0.07916089
model_1531,m_2,m_3,c_8,c_5,0.5261,1.4750612
model_1532,c_10,c_7,c_8,c_8,0.9755,0.07662495
model_1533,c_8,c_8,c_6,m_2,0.9734,0.08143324
model_1534,c_5,c_3,c_2,c_5,0.9732,0.08436016
model_1535,c_6,c_11,s,-,0.9674,0.10909785
model_1536,m_2,c_4,c_4,c_6,0.9326,0.22240853
model_1537,m_1,c_5,m_2,c_10,0.926,0.27748358
model_1538,c_5,m_3,c_8,c_3,0.9494,0.1738207
model_1539,c_4,c_6,m_2,m_2,0.9668,0.1165289
model_1540,c_5,c_10,c_8,c_4,0.9746,0.083272226
model_1541,c_6,c_7,c_4,c_5,0.9714,0.08774247
model_1542,c_6,c_9,c_5,c_12,0.974,0.08280065
model_1543,c_3,c_9,c_9,s,0.9737,0.083790146
model_1544,c_5,m_3,s,-,0.9419,0.22282438
model_1545,c_5,c_6,c_2,c_6,0.9723,0.083759904
model_1546,c_11,m_3,c_5,m_2,0.939,0.20577554
model_1547,c_2,c_1,c_3,c_6,0.9723,0.087436505
model_1548,c_3,m_2,m_3,c_7,0.9329,0.2742004
model_1549,m_3,c_5,c_12,m_1,0.8583,0.45401895
model_1550,c_8,c_10,c_1,c_11,0.9734,0.08317586
model_1551,c_4,c_9,s,-,0.9671,0.112372
model_1552,c_2,c_4,m_1,c_10,0.9576,0.14615357
model_1553,c_4,c_6,c_10,c_7,0.9736,0.0860069
model_1554,c_3,c_12,c_5,m_2,0.9733,0.08270196
model_1555,c_7,c_12,m_3,c_7,0.9715,0.09851351
model_1556,c_4,c_6,c_4,c_5,0.9735,0.08524179
model_1557,c_11,c_11,c_5,c_6,0.9736,0.084417455
model_1558,c_1,c_2,c_3,c_8,0.9755,0.07883136
model_1559,c_3,c_9,m_2,c_12,0.9653,0.11831972
model_1560,c_7,c_3,c_5,m_2,0.972,0.08595362
model_1561,c_9,c_10,c_9,s,0.9723,0.090089835
model_1562,c_3,m_3,c_3,c_8,0.9559,0.15558991
model_1563,c_11,c_1,c_12,c_5,0.9732,0.08051867
model_1564,c_7,c_7,c_10,c_12,0.9746,0.07973273
model_1565,c_3,c_11,c_1,c_10,0.9741,0.084809825
model_1566,c_3,c_3,c_1,m_2,0.9725,0.08732025
model_1567,c_8,c_4,c_1,c_1,0.9724,0.08501497
model_1568,c_12,c_7,m_1,c_1,0.9575,0.14282405
model_1569,m_1,c_2,c_3,c_6,0.9357,0.20677628
model_1570,m_2,c_11,c_5,c_4,0.9294,0.22502412
model_1571,c_10,c_1,c_4,c_12,0.9744,0.08336847
model_1572,c_7,c_9,s,-,0.9683,0.10669461
model_1573,c_6,c_6,c_2,c_2,0.9752,0.080408126
model_1574,m_2,c_7,c_10,c_6,0.9349,0.21301743
model_1575,c_7,m_1,m_2,c_11,0.8816,0.4322435
model_1576,c_3,c_6,c_12,c_2,0.9735,0.08481449
model_1577,c_12,m_2,c_10,c_3,0.9496,0.1653774
model_1578,c_1,m_2,m_1,c_6,0.8955,0.37756148
model_1579,c_7,m_1,m_1,c_4,0.8944,0.37557343
model_1580,c_5,c_7,c_5,c_5,0.975,0.07991928
model_1581,c_5,c_11,c_3,m_3,0.9731,0.08145891
model_1582,c_6,c_3,c_1,c_8,0.9743,0.08408748
model_1583,c_8,c_2,c_3,c_11,0.9717,0.085126705
model_1584,c_7,m_1,c_10,c_9,0.9491,0.17183271
model_1585,c_2,c_5,c_10,c_5,0.9732,0.08307939
model_1586,c_10,m_2,c_3,c_8,0.9474,0.17615812
model_1587,c_10,c_5,c_12,m_1,0.9744,0.080681935
model_1588,c_12,c_11,c_1,c_10,0.9721,0.08445093
model_1589,c_10,c_10,c_2,c_11,0.9738,0.08205193
model_1590,c_1,c_1,c_8,c_1,0.9743,0.08315593
model_1591,c_2,c_5,c_5,c_6,0.9715,0.08863635
model_1592,m_3,c_9,c_2,c_10,0.8551,0.4686392
model_1593,c_2,m_1,c_8,c_1,0.9518,0.16088904
model_1594,m_3,m_1,c_10,c_6,0.6141,1.2031898
model_1595,c_2,m_1,c_3,c_5,0.9526,0.16133812
model_1596,c_7,m_1,c_7,c_2,0.9502,0.1722195
model_1597,m_3,c_12,c_6,c_1,0.8621,0.44972706
model_1598,c_3,c_3,c_7,c_11,0.9726,0.087162025
model_1599,c_10,c_1,c_4,c_2,0.9754,0.081914425
model_1600,c_10,c_5,c_11,c_5,0.9743,0.080547534
model_1601,m_1,c_2,c_12,c_12,0.9375,0.20843658
model_1602,c_9,c_1,c_11,c_5,0.9732,0.08372092
model_1603,c_3,c_1,m_1,c_8,0.9579,0.14265476
model_1604,c_10,c_4,c_12,m_1,0.9747,0.079735756
model_1605,c_9,c_1,c_6,c_11,0.9739,0.086843535
model_1606,m_1,c_1,c_10,c_10,0.9367,0.21014762
model_1607,m_2,c_5,c_1,c_4,0.9299,0.23101597
model_1608,m_3,c_5,m_2,m_2,0.8056,0.6891957
model_1609,m_1,c_6,c_4,c_12,0.9332,0.2220072
model_1610,c_8,m_3,c_10,c_6,0.9413,0.19899015
model_1611,c_6,c_1,c_11,c_9,0.9716,0.08687584
model_1612,m_1,m_2,c_1,m_1,0.7429,0.82745266
model_1613,c_5,m_3,c_4,m_1,0.9269,0.24479538
model_1614,c_6,c_2,c_4,c_5,0.9731,0.08718508
model_1615,m_1,m_2,c_1,c_11,0.7375,0.84568256
model_1616,c_10,c_6,c_4,m_1,0.9734,0.08256581
model_1617,c_5,c_9,c_2,c_4,0.9738,0.08432372
model_1618,m_3,c_4,c_11,c_2,0.8627,0.4486125
model_1619,c_7,m_2,c_9,c_6,0.9492,0.16743924
model_1620,c_6,c_5,m_3,c_2,0.9655,0.11784951
model_1621,c_9,m_3,c_9,c_4,0.9585,0.13988335
model_1622,c_1,c_7,m_1,c_11,0.9578,0.14708722
model_1623,c_9,c_4,c_10,m_3,0.9732,0.084046826
model_1624,c_10,c_4,c_10,c_8,0.9741,0.08552779
model_1625,c_5,c_4,c_5,c_4,0.9738,0.08540418
model_1626,c_7,c_8,c_2,c_10,0.9728,0.08535584
model_1627,c_8,c_2,m_3,m_3,0.9606,0.13198474
model_1628,c_5,c_2,c_7,c_1,0.9747,0.08137698
model_1629,c_5,c_6,m_1,c_6,0.9631,0.12955935
model_1630,c_4,m_1,c_1,c_3,0.9479,0.173392
model_1631,c_2,c_11,c_5,c_3,0.973,0.08587438
model_1632,c_6,c_1,c_5,c_8,0.9722,0.084707975
model_1633,c_12,c_9,c_6,c_1,0.9715,0.08959804
model_1634,c_10,c_10,m_1,m_2,0.9574,0.1500188
model_1635,c_8,c_10,c_7,c_7,0.9735,0.08296223
model_1636,m_1,c_3,c_7,c_10,0.9332,0.22514136
model_1637,c_10,c_1,m_3,m_2,0.9433,0.18869016
model_1638,c_5,c_10,c_11,c_3,0.9749,0.08054505
model_1639,m_2,c_5,m_1,c_9,0.9022,0.3592497
model_1640,c_6,c_3,c_3,c_3,0.9739,0.08270799
model_1641,m_3,m_2,c_12,m_2,0.5251,1.492882
model_1642,m_1,c_1,m_3,c_7,0.8902,0.46821222
model_1643,c_5,m_3,m_3,c_3,0.86,0.54360694
model_1644,c_2,c_9,c_8,c_5,0.9732,0.08399822
model_1645,c_8,c_6,c_9,c_2,0.9703,0.09199984
model_1646,c_3,c_11,m_1,c_5,0.9599,0.13335282
model_1647,c_5,c_7,c_7,c_7,0.9742,0.083405964
model_1648,c_7,c_8,c_3,c_2,0.9744,0.07885455
model_1649,c_6,c_3,c_4,c_12,0.9726,0.08569293
model_1650,c_4,c_9,c_1,c_11,0.9732,0.08667268
model_1651,m_1,c_6,c_4,s,0.9357,0.21612865
model_1652,c_9,c_3,c_3,c_2,0.9745,0.08460763
model_1653,c_10,c_6,m_3,c_11,0.9697,0.10437312
model_1654,c_2,c_2,c_7,c_6,0.9745,0.0816857
model_1655,c_2,c_3,c_1,c_11,0.9724,0.08750208
model_1656,m_3,m_1,c_3,c_3,0.6076,1.1976118
model_1657,c_7,c_2,c_6,m_3,0.9738,0.08419648
model_1658,m_1,c_4,c_4,c_2,0.9357,0.20857877
model_1659,c_3,c_6,c_11,c_6,0.9737,0.080228314
model_1660,c_9,c_3,c_10,c_7,0.9713,0.08697991
model_1661,c_7,m_1,c_10,c_8,0.9489,0.1723878
model_1662,c_3,c_11,c_1,c_5,0.9731,0.08831583
model_1663,c_3,c_8,c_12,s,0.9709,0.08777678
model_1664,c_5,c_4,c_8,c_1,0.975,0.08064735
model_1665,c_12,c_8,c_7,c_11,0.9728,0.08433585
model_1666,c_4,c_1,m_2,c_3,0.955,0.15338215
model_1667,c_3,c_9,c_9,c_1,0.9712,0.090402834
model_1668,c_3,c_12,m_3,m_2,0.9713,0.10115947
model_1669,m_2,c_4,c_11,c_3,0.9315,0.2217271
model_1670,c_2,m_3,c_5,m_3,0.9428,0.19637407
model_1671,c_5,c_5,c_1,c_2,0.9732,0.08539513
model_1672,m_2,c_4,c_10,c_5,0.9353,0.2142513
model_1673,c_5,c_10,c_6,c_9,0.9742,0.07870256
model_1674,c_6,c_4,m_1,c_5,0.96,0.14165229
model_1675,c_10,c_3,c_6,m_1,0.9717,0.08861369
model_1676,c_4,c_3,c_9,c_1,0.9726,0.083725795
model_1677,c_6,c_2,s,-,0.9682,0.10751917
model_1678,c_5,c_11,c_7,c_4,0.9759,0.08239954
model_1679,c_4,m_3,m_1,c_11,0.8422,0.5803636
model_1680,c_9,c_1,c_4,c_8,0.9728,0.089062616
model_1681,c_7,m_1,s,-,0.9282,0.254368
model_1682,m_1,m_2,c_10,m_2,0.7373,0.83730894
model_1683,c_4,c_1,c_12,c_1,0.9729,0.08736573
model_1684,c_11,c_11,c_5,c_9,0.9737,0.081806235
model_1685,m_3,c_8,c_8,c_11,0.8576,0.4552792
model_1686,c_8,c_9,c_11,c_3,0.9726,0.0823708
model_1687,c_3,c_12,c_8,c_7,0.9728,0.08370296
model_1688,c_3,c_3,s,-,0.9688,0.10618369
model_1689,c_5,c_1,c_10,c_5,0.9719,0.0854448
model_1690,c_11,c_1,c_12,c_1,0.9706,0.09074917
model_1691,c_4,m_2,c_9,s,0.9486,0.17444974
model_1692,c_10,c_5,c_4,c_2,0.9747,0.08322796
model_1693,c_6,c_10,m_3,c_11,0.9587,0.14113516
model_1694,c_7,c_6,c_1,c_11,0.9731,0.084437214
model_1695,c_8,c_9,c_4,m_1,0.9753,0.07929522
model_1696,c_10,m_2,c_6,c_7,0.948,0.17382202
model_1697,m_1,c_5,c_6,m_2,0.9389,0.20626123
model_1698,c_9,c_9,c_1,c_4,0.9719,0.087034576
model_1699,c_11,m_3,c_1,m_1,0.9363,0.21497396
model_1700,m_3,c_6,c_12,c_4,0.8586,0.45309532
model_1701,c_5,c_8,c_11,c_8,0.9728,0.08317788
model_1702,c_11,c_12,c_4,c_5,0.9739,0.082938574
model_1703,c_2,c_4,c_7,c_2,0.9752,0.0797079
model_1704,c_5,c_1,c_7,c_4,0.9749,0.080477715
model_1705,c_1,c_6,c_9,c_10,0.9719,0.08355251
model_1706,c_5,m_3,c_5,c_5,0.9353,0.21522066
model_1707,m_1,m_1,c_11,c_4,0.8033,0.673583
model_1708,c_12,m_1,c_9,c_2,0.9526,0.15862222
model_1709,m_1,m_1,c_8,c_5,0.8018,0.6675759
model_1710,c_7,c_3,c_5,m_1,0.9735,0.08002095
model_1711,m_2,c_7,c_4,m_2,0.9338,0.21911389
model_1712,c_9,c_7,c_7,c_4,0.9734,0.08666726
model_1713,c_3,m_2,m_3,c_5,0.9298,0.29984477
model_1714,c_7,m_2,c_6,m_2,0.9482,0.17252904
model_1715,c_1,c_8,m_1,c_1,0.9591,0.14232612
model_1716,m_3,m_2,c_1,c_1,0.528,1.462538
model_1717,c_9,c_10,c_10,c_10,0.9733,0.0835626
model_1718,m_1,c_1,m_3,c_6,0.8765,0.5035196
model_1719,c_12,c_9,c_8,m_3,0.9741,0.080726296
model_1720,c_7,c_6,c_1,c_11,0.9727,0.08428092
model_1721,m_3,c_10,c_11,c_4,0.8583,0.45595714
model_1722,m_3,c_12,c_3,s,0.8584,0.45457545
model_1723,m_3,c_5,c_3,s,0.8556,0.46054605
model_1724,c_7,c_8,c_7,c_7,0.9755,0.07749684
model_1725,c_10,c_12,c_9,c_11,0.9745,0.07900987
model_1726,m_2,c_7,s,-,0.9074,0.3157077
model_1727,c_7,c_6,c_4,c_2,0.9726,0.08601905
model_1728,c_8,m_3,c_8,c_6,0.9408,0.20025228
model_1729,m_2,c_11,s,-,0.9092,0.3136414
model_1730,c_11,c_5,c_11,c_5,0.974,0.08033873
model_1731,c_8,m_2,m_3,c_3,0.8954,0.4169455
model_1732,m_2,c_2,c_9,c_5,0.9349,0.21667114
model_1733,c_12,m_2,m_2,c_7,0.9459,0.21132396
model_1734,c_4,m_1,c_10,c_11,0.9495,0.17416008
model_1735,c_12,c_7,c_12,s,0.9741,0.08240568
model_1736,c_9,c_6,c_3,c_10,0.9728,0.08492357
model_1737,c_6,c_10,m_1,s,0.9593,0.13945888
model_1738,c_7,c_11,c_11,c_11,0.9746,0.0821746
model_1739,c_2,c_7,m_2,c_11,0.9607,0.1396896
model_1740,m_3,c_9,c_4,c_11,0.8517,0.47853783
model_1741,c_10,m_3,c_8,c_12,0.9198,0.25837985
model_1742,c_3,c_1,c_7,c_6,0.9731,0.08224191
model_1743,c_4,c_10,m_2,c_10,0.9567,0.14918356
model_1744,c_1,c_12,m_3,c_5,0.9706,0.09808415
model_1745,c_12,c_9,c_12,c_6,0.972,0.08621771
model_1746,c_4,m_2,m_2,c_11,0.8809,0.42615765
model_1747,c_5,m_3,c_2,m_2,0.9481,0.17563854
model_1748,c_7,c_1,c_8,c_8,0.9752,0.07970402
model_1749,c_7,c_4,m_3,c_11,0.948,0.17814974
model_1750,c_6,m_1,c_8,s,0.9522,0.15956347
model_1751,c_9,c_2,c_8,c_9,0.9733,0.08690596
model_1752,c_6,c_6,c_5,c_8,0.9717,0.09362307
model_1753,c_3,c_4,m_3,c_2,0.957,0.14453125
model_1754,m_1,c_1,c_12,c_12,0.9368,0.20429048
model_1755,c_7,c_12,m_1,c_7,0.9622,0.13228577
model_1756,c_10,c_5,c_10,c_9,0.9755,0.0802985
model_1757,c_11,m_2,c_9,s,0.9511,0.16505685
model_1758,m_3,c_3,c_9,m_2,0.8562,0.4620102
model_1759,c_11,c_9,c_3,c_7,0.9729,0.08291526
model_1760,c_12,c_7,c_6,m_2,0.9724,0.08699867
model_1761,c_10,c_5,c_6,c_2,0.9745,0.078864336
model_1762,c_3,c_8,c_3,c_6,0.972,0.088076375
model_1763,c_10,c_11,c_12,m_2,0.9746,0.08072765
model_1764,c_10,m_1,c_5,c_2,0.9508,0.17130697
model_1765,c_2,c_9,c_1,c_6,0.9734,0.08314285
model_1766,c_9,c_2,c_5,c_6,0.9723,0.08538805
model_1767,c_12,c_8,m_3,c_5,0.963,0.1256995
model_1768,c_5,c_6,m_2,c_5,0.9666,0.11500633
model_1769,m_2,c_5,c_8,c_5,0.9346,0.21464866
model_1770,c_9,c_9,m_2,c_9,0.9647,0.11805579
model_1771,m_1,c_12,c_2,c_2,0.9341,0.21661124
model_1772,m_3,c_4,c_3,c_2,0.8597,0.45236495
model_1773,c_5,c_9,c_3,m_1,0.9737,0.08024765
model_1774,c_7,c_5,c_3,m_2,0.9734,0.08417939
model_1775,c_11,c_10,c_12,m_3,0.9733,0.08176591
model_1776,c_6,c_3,c_7,c_7,0.9728,0.08880084
model_1777,m_2,c_10,c_5,c_7,0.9308,0.22319314
model_1778,c_12,c_11,m_3,c_1,0.9619,0.12831116
model_1779,c_9,m_2,m_2,c_6,0.9485,0.20549883
model_1780,c_11,c_2,m_2,c_11,0.9598,0.13695116
model_1781,c_9,c_12,c_7,c_7,0.9703,0.09047103
model_1782,m_1,c_7,c_11,c_4,0.9354,0.2084225
model_1783,m_1,m_3,c_9,c_6,0.5484,1.45395
model_1784,m_2,c_6,m_3,c_10,0.9134,0.3382895
model_1785,c_9,c_8,c_3,c_5,0.9741,0.08475121
model_1786,m_1,c_5,c_1,c_1,0.9316,0.22249366
model_1787,c_2,c_11,c_7,c_7,0.9745,0.08153206
model_1788,c_5,m_1,m_2,m_2,0.9384,0.2453013
model_1789,c_1,m_3,c_9,c_6,0.9282,0.24043308
model_1790,c_3,m_2,c_8,m_2,0.9537,0.15564053
model_1791,m_1,c_2,c_5,c_9,0.9349,0.2123099
model_1792,c_12,c_12,c_11,c_9,0.9717,0.08975188
model_1793,m_1,c_11,m_2,c_9,0.925,0.29584473
model_1794,c_3,m_1,c_10,c_4,0.9506,0.16397202
model_1795,c_5,c_5,c_8,c_5,0.973,0.08522905
model_1796,c_9,c_11,c_9,c_3,0.9734,0.082557864
model_1797,c_2,c_10,c_10,c_3,0.9724,0.08525627
model_1798,c_11,c_8,c_11,m_2,0.9733,0.083089486
model_1799,m_1,c_6,m_3,m_1,0.92,0.32176802
model_1800,c_11,c_4,c_11,c_1,0.9742,0.078898765
