EPISODE_NUMBER,LAYER_1,LAYER_2,LAYER_3,LAYER_4,ACCURACY,LOSS,MODEL_MATCHED
episode_142,c_1,m_2,c_7,s,0.9638,0.11727742,model_705
episode_143,m_1,c_3,c_8,s,0.9564,0.1466198,model_592
episode_144,c_9,c_8,c_11,c_12,0.9795,0.062697105,model_295
episode_145,c_2,c_11,m_1,m_1,0.9732,0.08635829,model_506
episode_146,c_12,c_8,c_1,c_8,0.9802,0.06202762,model_1867
episode_147,c_6,m_2,c_2,s,0.969,0.10444725,model_1205
episode_148,c_4,m_1,m_3,c_4,0.9331,0.27489653,model_620
episode_149,c_6,m_3,c_7,m_1,0.9731,0.09079873,model_539
episode_150,c_10,c_1,c_12,c_3,0.9803,0.06202259,model_541
episode_151,c_3,c_5,c_12,c_8,0.9807,0.06176704,model_643
episode_152,c_9,c_11,c_1,c_10,0.9766,0.070573404,model_812
episode_153,c_8,c_12,c_5,m_2,0.9791,0.06407165,model_1097
episode_154,c_5,c_7,m_1,c_6,0.972,0.092862025,model_1954
episode_155,c_3,c_10,c_1,c_9,0.9792,0.0649299,model_657
episode_156,c_5,c_5,c_2,c_9,0.9798,0.06114738,model_1832
episode_157,c_12,c_8,m_1,m_3,0.9721,0.09075223,model_1850
episode_158,c_9,m_3,m_3,s,0.8447,0.6635382,model_1748
episode_159,c_2,c_9,c_6,m_3,0.9794,0.06478834,model_1381
episode_160,c_10,c_3,c_5,c_8,0.9799,0.0607977,model_1146
episode_161,c_11,c_3,c_12,c_5,0.9802,0.062350966,model_1085
episode_162,c_12,c_2,c_1,c_7,0.9793,0.06095962,model_662
episode_163,c_7,c_7,c_6,c_6,0.9793,0.06437148,model_1766
episode_164,c_2,c_4,c_5,c_11,0.9803,0.06304216,model_861
episode_165,c_7,c_11,c_3,c_7,0.982,0.05761384,model_818
episode_166,c_10,m_2,c_1,c_7,0.9626,0.124763004,model_884
episode_167,c_7,c_2,c_10,c_12,0.9805,0.060677506,model_1868
episode_168,c_3,m_2,c_2,c_9,0.9692,0.106526315,model_1857
episode_169,c_7,c_9,c_2,c_2,0.9801,0.061385114,model_773
episode_170,c_1,c_10,c_10,c_1,0.9801,0.059456516,model_952
episode_171,c_3,c_4,c_4,c_3,0.9798,0.06309718,model_772
episode_172,c_6,c_3,c_6,c_1,0.9819,0.057592463,model_31
episode_173,c_3,m_3,c_11,c_10,0.9747,0.08765347,model_498
episode_174,c_2,m_3,c_9,c_1,0.9722,0.09393084,model_1728
episode_175,c_3,c_4,c_6,s,0.9811,0.063139424,model_701
episode_176,c_8,s,-,-,0.9613,0.13357337,model_1311
episode_176,c_8,s,-,-,0.962,0.13284324,model_1614
episode_177,c_2,c_7,c_1,c_3,0.9803,0.060055967,model_1147
episode_178,c_8,c_11,c_8,c_8,0.9784,0.067632616,model_1793
episode_179,c_1,c_1,c_12,c_11,0.9805,0.059065048,model_108
episode_180,m_2,m_3,c_10,c_4,0.282,1.9378843,model_563
episode_181,c_5,c_7,c_4,c_1,0.9818,0.059050348,model_1601
episode_182,c_7,c_11,c_3,c_6,0.9761,0.069953024,model_523
episode_183,c_10,m_2,m_3,m_3,0.8768,0.5102803,model_185
episode_184,c_11,c_3,s,-,0.9778,0.07363431,model_892
episode_184,c_11,c_3,s,-,0.9773,0.0714851,model_1234
episode_184,c_11,c_3,s,-,0.9769,0.073035516,model_1976
episode_185,c_8,c_6,m_2,c_3,0.9785,0.070857845,model_1819
episode_186,m_1,c_12,m_2,m_1,0.9481,0.17785974,model_1349
episode_187,c_5,c_12,c_12,c_12,0.9811,0.05931034,model_1497
episode_188,c_7,c_11,c_5,c_2,0.9787,0.06000887,model_463
episode_189,c_4,c_4,m_3,m_1,0.9763,0.08149118,model_654
episode_190,c_5,c_3,m_1,s,0.9731,0.08633534,model_1133
episode_191,c_3,c_12,m_3,c_8,0.9834,0.057668805,model_515
episode_192,c_5,c_4,c_3,m_1,0.9804,0.05963605,model_1966
episode_193,c_3,c_3,c_9,c_9,0.9792,0.06345027,model_587
episode_194,c_3,c_4,c_12,c_6,0.9795,0.06255069,model_1102
episode_195,c_3,c_10,c_9,c_12,0.9804,0.059277378,model_562
episode_196,c_8,c_6,m_2,c_9,0.9776,0.07087852,model_999
episode_197,c_3,c_8,c_8,m_2,0.9778,0.06409507,model_110
episode_198,c_9,m_1,c_5,c_7,0.9679,0.10954981,model_1045
episode_199,c_12,c_10,c_8,c_9,0.982,0.05879468,model_1736
episode_200,c_5,c_10,c_9,c_6,0.9811,0.061628632,model_109
episode_201,c_6,c_4,c_1,c_8,0.9807,0.059876386,model_1157
episode_202,c_7,m_1,m_2,c_6,0.9371,0.24205422,model_140
episode_203,c_5,c_4,c_12,c_5,0.9817,0.05661234,model_860
episode_204,c_4,c_4,s,-,0.9775,0.07595925,model_1739
episode_205,c_9,c_1,c_11,m_3,0.9803,0.0629059,model_843
episode_206,c_4,c_10,c_10,m_1,0.9822,0.055473067,model_455
episode_207,m_1,c_11,c_5,c_1,0.9576,0.14350304,model_353
episode_208,c_8,s,-,-,0.9613,0.13357337,model_1311
episode_208,c_8,s,-,-,0.962,0.13284324,model_1614
episode_209,c_2,m_1,s,-,0.9492,0.176647,model_283
episode_210,c_3,c_3,m_3,m_2,0.9814,0.06144468,model_1944
episode_211,c_5,c_7,c_5,m_1,0.9802,0.059136324,model_74
episode_212,c_4,c_5,c_9,s,0.9792,0.06496999,model_486
episode_213,c_8,c_2,c_3,c_10,0.9803,0.062051464,model_102
episode_214,c_11,c_3,c_6,c_5,0.9805,0.062571436,model_1041
episode_215,c_11,c_1,m_1,c_7,0.9724,0.09049202,model_146
episode_216,c_5,c_12,c_9,c_1,0.9814,0.0597083,model_518
episode_217,c_1,c_11,c_8,c_8,0.9804,0.06080423,model_477
episode_218,c_10,m_1,c_5,s,0.9663,0.11300588,model_1475
episode_219,c_3,c_10,c_12,m_3,0.9804,0.06350531,model_1176
episode_220,m_3,c_4,c_10,c_10,0.8711,0.38675448,model_265
episode_221,c_3,m_3,c_2,m_3,0.9744,0.083615094,model_128
episode_222,c_1,c_9,c_1,m_3,0.9815,0.059193086,model_1000
episode_223,c_6,m_2,c_11,c_6,0.9724,0.09017061,model_1950
episode_224,c_6,c_11,m_2,c_7,0.9749,0.08305917,model_556
episode_225,c_4,c_9,m_1,c_9,0.9738,0.08689149,model_1650
episode_226,c_7,m_2,m_1,s,0.9279,0.26352653,model_291
episode_227,c_3,c_11,c_10,m_2,0.9808,0.062457953,model_751
episode_228,c_12,c_1,c_12,c_9,0.9786,0.063328125,model_1795
episode_229,c_9,c_3,c_10,m_2,0.9794,0.064241014,model_1849
episode_230,c_11,c_11,c_12,m_3,0.9789,0.065839626,model_1982
episode_231,c_9,c_12,c_9,c_6,0.9811,0.061202373,model_472
episode_232,c_7,c_1,c_3,c_3,0.9811,0.059130065,model_1486
episode_233,c_8,c_10,c_1,s,0.9807,0.059578985,model_1289
episode_234,c_6,c_6,c_9,c_3,0.9797,0.06063987,model_754
episode_235,c_2,m_2,c_1,s,0.9669,0.10810112,model_689
episode_236,c_6,m_2,m_2,c_9,0.9674,0.11858539,model_1317
episode_237,c_7,m_1,c_10,s,0.9653,0.109463304,model_1508
episode_238,c_2,c_8,s,-,0.9775,0.072607726,model_311
episode_239,c_8,m_3,c_12,c_12,0.9697,0.10370052,model_1046
episode_240,c_4,m_2,c_7,s,0.9632,0.11960823,model_775
episode_241,c_1,c_11,c_11,c_1,0.982,0.05781752,model_1712
episode_242,c_6,c_1,c_9,c_8,0.9809,0.058620606,model_626
episode_243,c_10,c_10,c_11,c_7,0.9821,0.059177693,model_1354
episode_244,c_5,c_9,c_3,c_4,0.9809,0.06179001,model_1049
episode_245,c_8,c_1,c_8,c_3,0.9786,0.06284644,model_1761
episode_246,c_7,c_7,c_11,c_7,0.9807,0.058204252,model_14
episode_247,c_3,c_11,c_11,c_3,0.9793,0.0642911,model_1399
episode_248,c_6,c_2,c_4,c_12,0.9797,0.062605895,model_17
episode_249,c_7,c_6,c_11,m_2,0.9803,0.063397944,model_771
episode_249,c_7,c_6,c_11,m_2,0.9805,0.059628427,model_1513
episode_250,c_5,c_1,c_9,c_10,0.9808,0.060960576,model_204
episode_251,c_10,m_2,c_4,c_11,0.9624,0.12263613,model_1511
episode_252,c_5,m_1,c_11,c_3,0.969,0.10381945,model_1915
episode_253,c_7,c_7,c_3,c_10,0.9794,0.06616121,model_993
episode_254,c_8,c_1,c_8,c_12,0.9792,0.065154456,model_1199
episode_255,c_9,m_1,c_5,m_1,0.9662,0.10810392,model_163
episode_256,c_7,c_5,c_4,c_10,0.98,0.062027376,model_474
episode_257,c_8,m_2,c_7,m_2,0.968,0.11066814,model_50
episode_258,c_11,c_10,c_7,s,0.9768,0.0740679,model_188
episode_259,c_11,c_6,c_8,c_10,0.9786,0.06157088,model_306
episode_260,c_5,c_10,c_9,c_5,0.9796,0.06399961,model_1893
episode_261,c_5,c_12,c_5,c_1,0.9803,0.06423552,model_221
episode_262,c_12,c_6,c_5,s,0.9803,0.062372442,model_1677
episode_263,c_10,c_4,c_2,c_2,0.9807,0.06239075,model_655
episode_264,c_7,c_3,c_4,c_10,0.9805,0.06075825,model_1396
episode_265,c_11,c_6,c_8,c_10,0.9786,0.06157088,model_306
episode_266,c_10,c_8,m_2,c_4,0.9729,0.08737738,model_131
episode_267,c_4,c_7,c_11,m_1,0.9811,0.058796924,model_1507
episode_268,c_4,m_3,c_7,c_10,0.9606,0.14095952,model_165
episode_269,c_11,m_1,m_1,s,0.9377,0.21410954,model_196
episode_270,c_2,c_9,c_5,c_11,0.9817,0.05823317,model_635
episode_271,c_3,m_1,m_3,m_3,0.9612,0.14427738,model_6
episode_272,c_4,c_7,c_1,m_1,0.9819,0.058327645,model_1911
episode_273,c_1,c_6,c_7,s,0.9801,0.060518574,model_1575
episode_274,c_11,c_5,c_3,c_2,0.9789,0.06280089,model_1947
episode_275,c_9,m_3,c_4,c_9,0.972,0.09583482,model_1838
episode_276,c_7,c_5,s,-,0.9784,0.07240082,model_1178
episode_276,c_7,c_5,s,-,0.9779,0.06987904,model_2022
episode_277,c_6,c_2,c_11,c_10,0.9803,0.06206938,model_711
episode_278,c_10,c_12,c_8,c_1,0.9799,0.062673144,model_807
episode_279,c_1,c_8,c_7,m_3,0.9799,0.062495902,model_1019
episode_280,c_4,c_7,c_11,m_1,0.9811,0.058796924,model_1507
episode_281,c_4,c_6,c_1,s,0.9803,0.06103466,model_1243
episode_282,c_11,c_8,c_1,c_10,0.9795,0.062770806,model_1341
episode_283,c_1,c_1,m_2,c_6,0.9689,0.09906411,model_1272
episode_284,c_2,c_2,c_7,c_5,0.9801,0.058144484,model_279
episode_285,c_2,c_1,c_3,m_2,0.9804,0.061595798,model_1263
episode_286,c_3,m_3,c_11,c_10,0.9747,0.08765347,model_498
episode_287,c_5,m_2,c_3,c_10,0.9671,0.10624687,model_1532
episode_288,c_11,c_10,c_4,m_1,0.981,0.061398398,model_403
episode_289,c_8,c_6,m_2,c_4,0.9783,0.07183302,model_949
episode_290,c_7,c_9,c_6,c_2,0.981,0.05965563,model_565
episode_291,c_1,c_3,m_1,c_12,0.974,0.085921936,model_1781
episode_292,c_10,m_1,c_7,m_2,0.9659,0.11299503,model_189
episode_292,c_10,m_1,c_7,m_2,0.9656,0.114914015,model_1834
episode_293,c_6,c_3,c_2,c_1,0.9787,0.064169265,model_791
episode_294,c_9,c_2,c_3,m_3,0.9779,0.06624469,model_1207
episode_295,c_9,m_2,c_8,m_3,0.9713,0.09342761,model_1310
episode_296,c_7,m_2,m_2,c_2,0.9382,0.22824362,model_1331
episode_297,c_5,c_1,c_9,c_10,0.9808,0.060960576,model_204
episode_298,c_5,c_4,c_1,c_2,0.9797,0.05951709,model_9
episode_299,c_5,c_12,m_3,c_7,0.9822,0.057157487,model_1254
episode_300,c_9,c_6,m_3,s,0.981,0.066054136,model_1418
episode_301,m_2,c_9,c_12,m_3,0.9523,0.1554691,model_438
episode_302,c_5,c_11,c_1,c_10,0.9792,0.06077172,model_895
episode_303,c_11,c_12,m_1,c_7,0.9732,0.08581193,model_327
episode_304,c_10,c_12,s,-,0.9777,0.072886966,model_387
episode_304,c_10,c_12,s,-,0.9784,0.071574606,model_1436
episode_304,c_10,c_12,s,-,0.9769,0.072449245,model_1502
episode_305,c_4,c_1,c_7,c_2,0.9801,0.059052497,model_1812
episode_306,c_11,c_10,s,-,0.9768,0.07346976,model_21
episode_307,c_11,m_1,c_4,c_1,0.9682,0.107014544,model_846
episode_308,c_5,c_11,c_9,c_7,0.98,0.06258866,model_2015
episode_309,c_1,m_3,s,-,0.9409,0.21255435,model_965
episode_309,c_1,m_3,s,-,0.9436,0.20352252,model_2001
episode_310,c_1,c_1,c_11,c_6,0.9804,0.058347,model_1594
episode_311,c_11,m_2,c_1,c_10,0.9652,0.11427533,model_542
episode_312,c_5,c_9,c_3,c_4,0.9809,0.06179001,model_1049
episode_313,c_10,c_10,c_11,c_7,0.9821,0.059177693,model_1354
episode_314,c_4,c_5,m_3,c_2,0.9798,0.0665314,model_821
episode_315,c_12,c_9,c_4,c_11,0.9805,0.06177254,model_340
episode_316,c_6,c_8,c_4,c_12,0.9779,0.066782966,model_1852
episode_317,c_5,c_4,m_2,m_2,0.9722,0.09267263,model_484
episode_318,c_3,c_4,c_8,m_2,0.9809,0.06270302,model_54
episode_319,c_3,c_11,c_8,c_11,0.981,0.06212717,model_939
episode_320,c_9,c_6,m_3,s,0.981,0.066054136,model_1418
episode_321,c_9,m_3,c_5,c_2,0.9728,0.08645671,model_171
episode_321,c_9,m_3,c_5,c_2,0.9742,0.086971045,model_1323
episode_322,c_4,c_2,c_8,m_3,0.9805,0.059892684,model_1343
episode_323,c_8,m_3,c_9,c_12,0.9709,0.09812579,model_1531
episode_324,c_6,c_12,m_3,c_1,0.9804,0.06486068,model_409
episode_325,c_6,c_10,c_1,c_7,0.9784,0.062939405,model_450
episode_326,c_6,c_5,c_5,c_5,0.9789,0.06509986,model_1576
episode_327,c_2,c_9,c_4,c_9,0.9791,0.06647761,model_720
episode_328,c_6,c_4,c_10,m_1,0.979,0.06734767,model_529
episode_329,c_9,c_9,c_1,s,0.9772,0.07091956,model_1275
episode_330,c_5,c_4,c_4,c_11,0.9802,0.060923323,model_126
episode_331,m_1,c_7,m_1,m_2,0.924,0.2661576,model_840
episode_332,c_8,c_2,c_6,c_6,0.9805,0.06037348,model_618
episode_333,c_8,c_5,c_8,c_9,0.9805,0.05912255,model_415
episode_334,c_1,c_3,s,-,0.9777,0.07301677,model_456
episode_335,c_12,c_8,c_8,c_1,0.9781,0.067477025,model_1168
episode_336,c_11,c_5,c_6,c_8,0.9804,0.061062727,model_336
episode_337,m_1,c_7,c_12,c_8,0.9578,0.13867632,model_1401
episode_338,c_5,c_7,s,-,0.9758,0.07535529,model_248
episode_338,c_5,c_7,s,-,0.9771,0.07350419,model_1474
episode_339,c_1,m_3,m_2,c_5,0.8707,0.52082753,model_207
episode_340,c_10,c_6,c_1,c_3,0.9795,0.06619243,model_64
episode_341,m_3,c_9,c_2,c_1,0.8718,0.39400837,model_835
episode_341,m_3,c_9,c_2,c_1,0.8667,0.40302026,model_1124
episode_342,c_7,m_2,c_6,c_4,0.9643,0.11689243,model_1559
episode_343,c_6,c_5,c_2,c_11,0.9801,0.060497936,model_1032
episode_344,c_8,c_7,c_8,c_6,0.981,0.05752121,model_320
episode_345,c_9,c_1,s,-,0.9756,0.074224904,model_160
episode_346,c_2,c_8,m_3,c_4,0.9807,0.06647137,model_1562
episode_347,c_3,c_6,c_8,c_9,0.9797,0.06211113,model_277
episode_348,c_5,c_11,m_2,c_9,0.9752,0.08157432,model_1788
episode_349,c_3,c_2,s,-,0.9766,0.0718533,model_1057
episode_350,c_2,c_12,c_5,c_6,0.9803,0.060695358,model_1918
episode_351,c_6,c_8,c_7,c_2,0.9793,0.06330469,model_1493
episode_352,c_11,c_9,m_3,c_9,0.9822,0.05674771,model_1568
episode_353,c_8,c_12,c_11,c_7,0.9808,0.06113869,model_878
episode_354,c_6,c_12,c_2,c_8,0.9798,0.06474265,model_1910
episode_355,c_2,m_1,c_1,c_11,0.9677,0.11135716,model_1342
episode_355,c_2,m_1,c_1,c_11,0.9683,0.10752766,model_1837
episode_356,c_9,c_8,s,-,0.9754,0.07415268,model_499
episode_357,c_11,m_3,m_2,c_4,0.9346,0.26349163,model_677
episode_358,m_1,c_3,m_2,s,0.9336,0.22195247,model_1548
episode_359,c_3,c_4,c_8,m_2,0.9809,0.06270302,model_54
episode_360,c_1,c_3,c_6,c_3,0.9804,0.056933537,model_1573
episode_361,c_9,m_3,c_4,c_9,0.972,0.09583482,model_1838
episode_362,c_2,c_8,c_6,c_9,0.9808,0.06172377,model_1334
episode_363,c_7,c_4,c_9,c_6,0.9795,0.06275638,model_219
