EPISODE_NUMBER,LAYER_1,LAYER_2,LAYER_3,LAYER_4,ACCURACY,LOSS
episode_398,c_8,s,-,-,0.6822,0.9504524675
episode_398,c_8,s,-,-,0.6789,0.963030154
episode_399,c_1,m_1,s,-,0.676,0.944533562
episode_399,c_1,m_1,s,-,0.6764,0.9437147076
episode_400,c_9,m_2,c_3,c_4,0.7511,0.7501631223
episode_401,c_4,m_3,m_1,c_7,0.709,0.8560707823
episode_402,c_1,c_3,c_3,c_1,0.7349,0.7818603355
episode_403,c_4,c_10,c_7,c_9,0.7428,0.779880892
episode_404,c_6,s,-,-,0.6857,0.9753169553
episode_404,c_6,s,-,-,0.6819,0.9241568215
episode_404,c_6,s,-,-,0.7093,0.8762780273
episode_405,c_4,c_5,c_2,c_2,0.6904,0.8888825918
episode_406,c_7,c_11,c_5,c_2,0.6912,0.9032417877
episode_407,c_2,c_4,c_5,c_11,0.677,0.9576203646
episode_408,c_9,c_7,c_4,c_11,0.7237,0.825305896
episode_409,c_2,c_8,c_12,c_5,0.7401,0.7950368798
episode_410,c_12,c_6,c_11,c_5,0.7204,0.8671355301
episode_411,c_10,c_6,c_8,c_7,0.7404,0.7633639668
episode_412,c_3,c_3,c_9,c_9,0.6872,0.9683933246
episode_413,c_3,c_8,c_11,c_7,0.7396,0.7920882995
episode_414,c_7,c_1,m_1,c_12,0.7321,0.7884543645
episode_415,c_3,c_1,c_8,m_2,0.7019,0.8703375616
episode_416,c_10,m_2,m_3,m_3,0.6254,1.1108768763
episode_417,c_3,m_1,c_7,c_9,0.7416,0.8156670705
episode_418,c_4,c_9,c_4,c_7,0.7133,0.8243787939
episode_419,c_9,m_3,c_10,c_10,0.7703,0.6750731441
episode_420,c_3,c_7,c_2,c_7,0.712,0.8554289878
episode_421,c_7,c_3,c_3,s,0.7216,0.8536451239
episode_422,m_3,c_2,c_1,c_10,0.6857,1.0123296763
episode_423,c_1,c_4,c_9,c_7,0.697,0.9077306472
episode_424,c_10,c_9,c_7,c_8,0.7608,0.7137064576
episode_425,c_6,c_1,c_9,c_8,0.7144,0.8482629575
episode_426,c_10,c_12,c_2,m_2,0.7284,0.7759120544
episode_427,c_10,m_2,c_2,c_6,0.766,0.7099362363
episode_428,c_2,c_9,s,-,0.6842,0.9562252809
episode_429,c_1,c_1,c_4,c_1,0.7046,0.8528819479
episode_430,c_9,c_6,m_3,s,0.727,0.792006483
episode_431,c_4,c_2,c_11,s,0.7083,0.8661915878
episode_432,c_7,m_2,c_5,c_6,0.7258,0.8552287107
episode_433,c_4,c_9,c_11,c_3,0.7417,0.7592806885
episode_434,c_7,c_5,c_10,c_10,0.7173,0.8387645175
episode_435,c_11,c_1,s,-,0.6648,0.9658538896
episode_435,c_11,c_1,s,-,0.6999,0.8998106122
episode_436,c_10,c_10,m_3,c_7,0.7597,0.7023822917
episode_437,c_11,m_2,m_1,c_5,0.7301,0.8007798053
episode_438,c_3,c_7,c_7,c_4,0.7325,0.8044449491
episode_439,m_3,c_12,c_4,c_12,0.7322,0.8694114029
episode_440,c_1,c_8,m_3,c_10,0.738,0.7585782053
episode_441,c_4,c_9,c_1,c_9,0.7131,0.8409836168
episode_442,c_6,m_1,c_9,c_2,0.753,0.7602543839
episode_443,c_9,c_11,c_5,c_11,0.7124,0.9090737953
episode_444,c_10,c_10,c_5,c_6,0.7144,0.8397359785
episode_445,c_4,c_3,m_3,m_2,0.7199,0.8205918969
episode_446,c_6,c_11,c_4,s,0.6908,0.8864691418
episode_446,c_6,c_11,c_4,s,0.6939,0.8879109629
episode_447,c_11,c_6,c_8,c_10,0.7232,0.8089774958
episode_448,c_10,c_12,c_2,m_2,0.7284,0.7759120544
episode_449,c_4,c_2,c_10,c_6,0.728,0.8847059436
episode_450,c_5,c_10,c_6,s,0.717,0.8283129026
episode_451,c_3,c_4,c_1,c_9,0.7149,0.845168078
episode_452,c_6,m_1,s,-,0.711,0.8612067211
episode_453,c_8,m_2,c_5,c_12,0.7729,0.7266658715
episode_454,c_12,c_5,c_11,c_5,0.7319,0.8549379885
episode_455,c_3,c_6,c_5,c_8,0.7241,0.817873143
episode_456,c_2,c_12,c_7,s,0.7177,0.8411133216
episode_457,c_4,c_2,c_8,m_3,0.7152,0.9062203022
episode_458,c_5,c_7,m_1,c_6,0.6854,0.8992909583
episode_459,c_3,c_8,c_7,c_8,0.7292,0.7988058241
episode_460,c_9,c_10,m_1,c_10,0.7203,0.8051660059
episode_461,c_12,c_10,m_2,m_3,0.7299,0.7935287779
episode_462,c_1,s,-,-,0.6824,0.9222057566
episode_462,c_1,s,-,-,0.6812,0.9313422739
episode_462,c_1,s,-,-,0.6678,0.9662022907
episode_463,m_3,c_12,c_11,c_2,0.7021,0.8953205409
episode_464,c_10,c_5,c_5,c_6,0.7502,0.7856599946
episode_465,c_2,c_6,c_2,c_7,0.7151,0.8251326609
episode_466,c_4,c_10,c_7,c_9,0.7428,0.779880892
episode_467,c_1,c_9,c_4,c_11,0.7199,0.8349597565
episode_468,c_1,c_1,c_12,c_11,0.7502,0.7555090555
episode_469,c_9,c_1,s,-,0.7004,0.8804449135
episode_470,c_8,c_3,c_3,c_2,0.7441,0.7612778426
episode_471,c_12,c_9,c_4,c_11,0.7514,0.7508974775
episode_472,c_4,c_6,m_1,c_11,0.7292,0.8434698656
episode_473,c_5,m_2,c_3,c_9,0.7582,0.7517212296
episode_474,c_4,c_4,c_5,c_2,0.6982,0.8750688059
episode_475,c_8,m_3,c_7,c_7,0.7308,0.788797542
episode_476,c_1,c_6,c_7,c_11,0.7289,0.8004453758
episode_477,c_6,c_3,c_5,c_4,0.7283,0.7964436398
episode_478,c_11,m_3,s,-,0.7069,0.8464536988
episode_479,c_2,c_8,s,-,0.6823,0.9128388451
episode_480,c_3,c_4,c_6,c_11,0.7446,0.7642451825
episode_481,c_2,c_2,c_2,s,0.6957,0.9020025613
episode_482,c_9,m_1,m_1,m_2,0.7143,0.8729472586
episode_483,c_3,c_6,m_1,c_2,0.7298,0.8212579532
episode_484,c_11,c_3,c_12,c_5,0.7431,0.7742502851
episode_485,c_2,c_7,s,-,0.6795,0.9224383629
episode_486,c_10,c_9,m_1,s,0.7264,0.8071827404
episode_487,c_7,m_3,c_3,m_1,0.714,0.8305894013
episode_488,c_3,c_6,c_5,c_8,0.7241,0.817873143
episode_489,c_8,c_8,c_12,c_9,0.7462,0.7736267663
episode_490,c_10,m_3,c_2,m_2,0.7331,0.782418764
episode_491,c_7,c_3,c_1,c_2,0.7293,0.7918466836
episode_492,c_11,m_2,m_2,c_9,0.7552,0.7411308552
episode_493,c_1,c_6,c_1,m_2,0.739,0.7758603604
episode_494,c_2,c_2,c_2,s,0.6957,0.9020025613
episode_495,c_2,c_6,m_3,c_6,0.7513,0.7251342092
episode_496,c_6,c_9,c_4,c_10,0.7349,0.7896136202
episode_497,c_9,c_6,c_5,m_3,0.7145,0.8213008895
episode_498,m_3,c_9,m_2,c_7,0.6893,0.9040868711
episode_499,c_2,c_6,c_2,c_7,0.7151,0.8251326609
episode_500,c_1,m_1,c_10,c_5,0.7113,0.8958039335
episode_501,c_11,c_3,s,-,0.7029,0.8693831643
episode_501,c_11,c_3,s,-,0.7255,0.8000208246
episode_501,c_11,c_3,s,-,0.7046,0.8794313765
episode_502,c_9,c_6,m_1,m_2,0.7358,0.783568778
episode_503,c_8,c_6,c_6,c_5,0.7317,0.8312984645
episode_504,c_12,c_6,s,-,0.7254,0.8520607018
episode_504,c_12,c_6,s,-,0.7137,0.8401800577
episode_504,c_12,c_6,s,-,0.7285,0.8010381582
episode_505,c_9,c_5,c_6,c_9,0.6985,0.8966705333
episode_506,c_6,c_9,c_3,c_7,0.7259,0.8572153281
episode_507,c_5,c_8,c_4,m_1,0.7029,0.8489739115
episode_508,c_7,c_7,c_12,c_7,0.7321,0.8341422264
episode_509,c_10,c_2,c_6,c_3,0.7415,0.7910170586
episode_510,c_3,c_8,c_3,m_1,0.708,0.8546552989
episode_511,c_5,c_12,c_9,c_1,0.7434,0.7715346405
episode_512,c_12,c_7,c_1,c_1,0.7078,0.8763524094
episode_513,c_6,c_11,c_4,s,0.6908,0.8864691418
episode_513,c_6,c_11,c_4,s,0.6939,0.8879109629
episode_514,c_2,c_10,m_2,c_5,0.7445,0.7508258788
episode_515,c_12,m_1,c_9,c_4,0.7521,0.7299969028
episode_516,c_9,c_3,c_1,c_11,0.7368,0.7852584969
episode_517,c_3,c_1,c_6,m_3,0.721,0.8069136542
episode_518,c_2,c_1,c_12,m_1,0.7334,0.7851588393
episode_519,c_3,c_4,c_1,c_7,0.7095,0.8516990155
episode_520,c_5,c_9,c_8,c_6,0.6977,1.006590204
episode_521,c_6,c_8,c_10,c_7,0.7254,0.8263549631
episode_522,c_5,m_2,c_1,c_4,0.7257,0.8326614142
episode_523,c_5,c_8,c_11,c_5,0.7439,0.7543013697
episode_524,c_3,c_8,c_6,m_3,0.7609,0.6983297241
episode_525,c_5,c_11,m_2,c_9,0.773,0.6703214809
episode_526,c_8,c_11,s,-,0.6823,0.9216693419
episode_527,c_5,c_4,c_2,c_6,0.6882,0.9364967061
episode_528,c_12,c_9,c_7,s,0.7481,0.759815161
episode_529,c_4,c_11,c_1,c_8,0.7213,0.8130886883
episode_530,c_9,c_11,m_1,c_3,0.7222,0.8241986485
episode_531,c_9,c_10,m_1,c_10,0.7203,0.8051660059
episode_532,c_12,c_7,c_3,c_11,0.7443,0.76898256
episode_532,c_12,c_7,c_3,c_11,0.7339,0.8264411401
episode_533,c_2,c_11,c_1,m_1,0.7181,0.8346988832
episode_534,c_1,c_5,c_7,m_3,0.7419,0.7531944425
episode_535,c_6,c_4,c_11,m_3,0.7255,0.8082420386
episode_536,c_7,c_8,m_2,m_2,0.7374,0.7694108759
episode_537,c_3,c_5,c_7,m_3,0.729,0.7871384796
episode_537,c_3,c_5,c_7,m_3,0.7397,0.7581542106
episode_538,c_3,m_1,c_7,c_4,0.74,0.7649871735
episode_539,c_6,c_7,c_2,c_8,0.6978,0.8844993793
episode_540,c_8,c_9,m_1,m_2,0.6974,0.8943244023
episode_541,c_7,c_8,m_2,m_2,0.7374,0.7694108759
episode_542,c_7,c_1,c_1,c_3,0.6975,0.8740177925
episode_543,c_1,c_9,c_9,c_4,0.7339,0.8539845995
episode_543,c_1,c_9,c_9,c_4,0.715,0.8576064131
episode_544,c_8,c_2,c_7,c_4,0.7048,0.8648912992
episode_545,c_6,c_4,s,-,0.6731,0.937131893
episode_545,c_6,c_4,s,-,0.6979,0.9253407131
episode_545,c_6,c_4,s,-,0.684,0.9104518469
episode_546,c_6,c_5,c_2,c_11,0.7105,0.8860661476
episode_547,c_4,c_7,c_7,c_1,0.6961,0.8853575271
episode_548,c_8,m_2,c_7,m_2,0.7141,0.829971841
episode_549,c_7,c_8,c_9,m_2,0.7443,0.7764315757
episode_550,c_2,m_1,s,-,0.6753,0.9746115293
episode_551,c_3,c_10,s,-,0.6918,0.8943730098
episode_551,c_3,c_10,s,-,0.677,0.94104785
episode_551,c_3,c_10,s,-,0.6932,0.9114505952
episode_552,c_4,c_4,c_4,m_2,0.6906,0.9007377826
episode_553,c_2,c_12,c_2,c_3,0.7241,0.8258563445
episode_554,c_3,c_6,c_8,c_4,0.6805,0.9358321252
episode_555,c_1,c_5,c_7,m_3,0.7419,0.7531944425
episode_556,m_2,c_9,c_12,m_3,0.7081,0.8480791665
episode_557,c_5,c_1,c_11,c_12,0.6921,1.0064270259
episode_558,c_4,c_5,c_12,c_1,0.7253,0.8181464601
episode_559,c_3,c_4,c_7,c_11,0.7025,0.9002514707
episode_560,c_6,c_8,c_7,m_1,0.7279,0.8091844293
episode_561,c_7,m_2,c_5,c_6,0.7258,0.8552287107
episode_562,c_4,s,-,-,0.671,0.9666766644
episode_562,c_4,s,-,-,0.6674,0.982574985
episode_562,c_4,s,-,-,0.6725,0.976548843
episode_563,c_7,c_3,c_3,m_1,0.7384,0.7740394232
episode_564,c_12,c_9,c_9,c_8,0.7626,0.7414946794
episode_565,c_4,c_11,c_9,c_11,0.7305,0.8306585573
episode_566,c_7,c_9,c_6,c_2,0.7365,0.7667838483
episode_567,c_2,c_11,c_8,s,0.7228,0.8396051744
episode_568,m_3,c_9,c_2,c_1,0.6602,0.9961773536
episode_568,m_3,c_9,c_2,c_1,0.7271,0.8070358797
episode_569,c_7,c_4,c_5,c_8,0.7342,0.7858336545
episode_570,c_3,c_11,c_11,c_3,0.7342,0.8581164735
episode_571,c_3,c_7,c_2,c_7,0.712,0.8554289878
episode_572,c_4,c_10,c_3,c_3,0.7385,0.7836512778
episode_573,c_6,c_3,c_1,c_4,0.7259,0.8498185801
episode_574,c_2,c_8,c_11,c_3,0.7055,0.9049764173
episode_575,c_9,c_9,c_9,c_3,0.7455,0.7614008203
episode_576,c_10,c_3,m_1,c_4,0.7258,0.8116781203
episode_577,m_1,s,-,-,0.6512,1.0135904365
episode_577,m_1,s,-,-,0.6611,1.0020152681
episode_577,m_1,s,-,-,0.6378,1.0338901164
episode_578,c_11,c_2,c_6,c_12,0.7265,0.8232517676
episode_579,c_5,c_3,m_2,m_1,0.7302,0.7868575944
episode_580,c_12,c_2,c_8,c_2,0.7375,0.7937590548
episode_581,c_1,c_12,s,-,0.7126,0.8442119717
episode_582,c_4,c_2,c_6,c_12,0.6993,0.9195123248
episode_583,c_1,c_3,c_9,c_8,0.7303,0.7890602434
episode_584,c_2,c_7,c_12,c_5,0.728,0.8892706678
episode_585,c_11,c_3,c_7,m_1,0.7441,0.7499207059
episode_586,c_4,m_1,c_7,c_5,0.737,0.7868890296
episode_587,c_9,m_3,s,-,0.7018,0.8568197473
episode_587,c_9,m_3,s,-,0.7492,0.7352390628
episode_587,c_9,m_3,s,-,0.7393,0.7728938095
episode_588,c_9,c_5,m_1,m_3,0.738,0.7597188513
episode_589,c_9,c_2,c_7,c_7,0.7361,0.7676165904
episode_590,c_5,m_3,m_3,c_8,0.6832,0.9051383657
episode_591,c_10,c_5,c_5,c_4,0.718,0.8690554668
episode_592,c_9,c_2,c_10,c_8,0.7368,0.7838314301
episode_593,c_5,c_9,c_3,c_4,0.7401,0.7828069387
episode_594,c_2,c_3,m_2,c_8,0.7331,0.8007754824
episode_595,c_2,c_1,m_1,c_4,0.692,0.9098018772
episode_596,c_10,c_2,c_2,c_4,0.7191,0.8437972075
episode_597,c_8,c_12,m_3,m_3,0.7611,0.6937023397
episode_598,m_1,c_3,m_2,s,0.6867,0.9185542938
episode_599,c_8,s,-,-,0.6822,0.9504524675
episode_599,c_8,s,-,-,0.6789,0.963030154
episode_600,c_10,c_3,c_4,c_9,0.701,0.8698536365
episode_601,c_11,c_7,m_2,c_10,0.7316,0.8826755759
episode_602,c_2,c_8,m_2,c_3,0.7435,0.7579241353
episode_603,c_6,c_4,c_9,c_12,0.7036,0.9035053473
episode_604,c_11,c_2,c_8,m_3,0.6865,0.9093677519
episode_605,c_3,c_6,m_1,c_2,0.7298,0.8212579532
episode_606,c_11,c_2,c_8,c_10,0.7305,0.8273333955
episode_607,c_10,m_1,c_5,m_1,0.7332,0.785192183
episode_608,c_7,c_9,c_8,c_2,0.7176,0.860191514
episode_609,c_8,c_6,m_1,m_3,0.7281,0.8073756664
episode_610,c_9,m_1,c_3,s,0.7299,0.8001178539
episode_611,c_9,c_2,c_1,m_2,0.7165,0.8267822454
episode_612,c_1,c_9,c_3,m_3,0.7538,0.7268419079
episode_613,c_4,c_8,m_3,c_9,0.7492,0.7213436077
episode_614,c_7,c_10,c_12,c_7,0.7422,0.7811319622
episode_615,c_12,c_9,c_7,c_8,0.7426,0.7791578982
episode_616,c_11,c_9,c_2,c_6,0.7287,0.8843249811
episode_617,c_3,c_10,c_4,m_1,0.7002,0.8587922355
episode_618,c_12,c_6,c_6,m_2,0.734,0.7872090272
episode_619,c_11,c_5,c_3,c_2,0.7543,0.7536770075
episode_620,c_5,c_6,c_10,m_1,0.6463,1.014169668
episode_621,c_5,m_2,c_8,c_3,0.7447,0.7732150639
episode_622,c_5,c_7,c_11,c_5,0.6988,0.9919764143
episode_623,c_6,s,-,-,0.6857,0.9753169553
episode_623,c_6,s,-,-,0.6819,0.9241568215
episode_623,c_6,s,-,-,0.7093,0.8762780273
episode_624,c_12,c_8,c_7,c_7,0.734,0.7822577657
episode_625,c_12,c_12,c_3,c_5,0.7529,0.7397268837
episode_626,c_6,c_7,s,-,0.6826,0.943082867
episode_627,c_2,c_7,c_6,c_10,0.7456,0.7559400081
episode_628,c_7,c_1,c_5,c_2,0.7165,0.8436643237
episode_629,m_2,c_11,c_5,m_3,0.7296,0.7877979764
episode_630,c_10,c_7,m_3,c_10,0.7169,0.8043887445
episode_631,c_3,m_3,c_8,s,0.7392,0.772942762
episode_632,c_12,c_8,c_1,c_8,0.7006,0.881108086
episode_633,c_5,c_9,c_3,c_4,0.7401,0.7828069387
episode_634,c_8,c_9,c_1,c_12,0.716,0.8883403929
episode_635,c_6,c_8,c_7,m_1,0.7279,0.8091844293
episode_636,c_6,c_10,c_11,c_10,0.6819,0.9516145125
episode_637,c_7,c_9,c_4,c_10,0.6996,1.0208803638
episode_638,c_2,c_11,c_3,c_4,0.7101,0.8256482285
episode_639,c_1,m_1,c_4,c_4,0.7195,0.8503589423
episode_640,c_3,c_10,c_9,c_12,0.7423,0.8250940429
episode_641,c_5,c_1,c_9,c_10,0.7165,0.8692951122
episode_642,c_5,c_7,c_5,m_1,0.7118,0.8365593143
episode_643,c_7,c_8,c_11,m_2,0.7176,0.8340048463
episode_644,c_1,c_8,c_12,c_2,0.7299,0.8325163904
episode_645,c_10,c_10,c_3,m_2,0.7397,0.7786503798
episode_646,c_1,c_5,c_7,c_12,0.7129,0.8651971282
episode_647,c_12,c_4,m_1,c_2,0.7394,0.7735637818
episode_648,c_7,c_5,c_4,c_10,0.7288,0.8193512447
episode_649,c_8,c_7,c_5,c_12,0.7191,0.8306212075
episode_650,c_6,c_2,c_3,c_12,0.7446,0.7544083427
episode_651,c_3,m_2,c_8,c_9,0.7387,0.7942846444
episode_652,c_6,c_4,c_10,m_1,0.7124,0.8583398746
episode_653,c_5,c_10,c_9,c_12,0.7601,0.7183190886
episode_654,c_3,c_4,s,-,0.702,0.8667628729
episode_654,c_3,c_4,s,-,0.6763,0.9493582614
episode_655,c_6,c_11,c_4,c_9,0.7161,0.8539475494
episode_656,c_12,m_2,m_3,c_9,0.7583,0.725265466
episode_657,c_9,m_1,m_1,m_2,0.7143,0.8729472586
episode_658,c_4,c_8,c_6,c_9,0.748,0.7417668377
episode_659,c_2,m_1,c_1,c_11,0.7533,0.7513059779
episode_659,c_2,m_1,c_1,c_11,0.7222,0.8323528993
episode_660,c_12,c_6,s,-,0.7254,0.8520607018
episode_660,c_12,c_6,s,-,0.7137,0.8401800577
episode_660,c_12,c_6,s,-,0.7285,0.8010381582
episode_661,c_12,c_12,c_7,c_7,0.7405,0.7711323669
episode_662,c_11,m_2,c_1,c_7,0.7265,0.8046319703
episode_663,c_6,c_4,c_7,m_2,0.7264,0.8024836096
episode_664,c_4,c_9,c_1,c_4,0.7098,0.8514613434
episode_665,c_7,c_4,c_1,c_12,0.7328,0.8202132907
episode_666,c_5,m_1,c_2,c_10,0.7191,0.8320347185
episode_667,c_1,c_6,c_4,c_3,0.7267,0.8151860174
episode_668,c_5,m_3,c_3,c_7,0.7265,0.7913383373
episode_669,c_5,m_2,c_2,c_7,0.677,0.9405006981
episode_670,c_6,c_4,c_9,c_12,0.7036,0.9035053473
episode_671,c_8,c_3,c_2,c_8,0.6984,0.8682634302
episode_672,m_2,c_11,c_5,m_3,0.7296,0.7877979764
episode_673,c_11,c_5,c_7,c_11,0.7241,0.8260814952
episode_674,c_9,c_11,c_7,m_3,0.7087,0.8927543093
episode_675,c_11,c_6,c_8,m_2,0.7314,0.7863259398
episode_676,c_7,c_9,c_4,c_7,0.6981,0.8792106594
episode_677,c_3,c_11,c_8,c_11,0.7302,0.7891441992
episode_678,c_6,c_1,c_1,c_3,0.7273,0.8426747316
episode_679,c_10,m_3,c_1,c_4,0.7268,0.8122745566
episode_680,c_1,c_5,c_6,m_1,0.7208,0.8415206656
episode_681,c_2,c_9,m_1,c_11,0.747,0.8209638706
episode_682,c_10,m_2,c_4,m_1,0.7081,0.8798062956
episode_683,c_9,m_2,m_3,c_8,0.7296,0.7913856536
episode_684,c_6,c_8,m_2,c_8,0.7472,0.7397511327
episode_685,c_1,c_5,c_6,c_12,0.7189,0.8191004657
episode_686,c_12,c_8,m_2,c_10,0.7453,0.8392773922
episode_687,c_11,c_12,c_9,c_9,0.7599,0.7558115169
episode_688,c_6,c_2,c_3,m_2,0.7109,0.86905144
episode_688,c_6,c_2,c_3,m_2,0.7038,0.8652937989
episode_689,c_12,c_1,c_5,c_5,0.7232,0.8240400003
episode_690,c_5,c_10,c_3,c_9,0.7389,0.7915308465
episode_691,m_3,s,-,-,0.6918,0.8995718562
episode_691,m_3,s,-,-,0.6285,1.0551832995
episode_692,c_6,c_9,c_2,c_8,0.7323,0.8101150307
episode_693,c_3,c_6,c_10,c_1,0.7332,0.8003782773
episode_694,c_12,c_7,c_5,m_2,0.73,0.8104104214
episode_695,m_1,s,-,-,0.6512,1.0135904365
episode_695,m_1,s,-,-,0.6611,1.0020152681
episode_695,m_1,s,-,-,0.6378,1.0338901164
episode_696,c_2,m_3,c_7,c_8,0.7466,0.753097322
episode_697,c_4,c_1,c_7,c_2,0.6979,0.8998645809
episode_698,c_12,c_10,c_12,s,0.7455,0.7511633276
episode_699,c_1,c_4,c_4,c_11,0.7302,0.7863324653
episode_700,c_11,c_3,s,-,0.7029,0.8693831643
episode_700,c_11,c_3,s,-,0.7255,0.8000208246
episode_700,c_11,c_3,s,-,0.7046,0.8794313765
episode_701,c_4,m_2,m_3,c_6,0.6772,0.922512601
episode_702,c_4,c_12,m_3,c_5,0.7744,0.6778273486
episode_703,c_8,c_1,c_4,c_1,0.6849,0.9652672208
episode_704,c_3,m_3,c_4,c_1,0.7368,0.7635866326
episode_705,c_5,c_10,c_9,c_6,0.7319,0.7875219831
episode_706,c_12,s,-,-,0.6803,0.9452649376
episode_707,c_9,c_9,m_1,c_1,0.7373,0.7801900728
episode_708,c_4,m_2,m_3,c_6,0.6772,0.922512601
episode_709,c_9,c_4,c_6,c_2,0.7239,0.8449650784
episode_710,c_2,m_1,c_11,c_8,0.751,0.7672568354
episode_711,c_4,c_6,c_11,s,0.711,0.84820136
episode_712,c_6,m_1,c_2,c_7,0.7344,0.7785525677
episode_713,c_7,m_1,c_2,m_1,0.7185,0.8180349734
episode_714,c_2,m_1,c_11,c_9,0.7627,0.7243173011
episode_715,c_1,c_6,c_4,c_3,0.7267,0.8151860174
episode_716,c_5,c_6,c_5,c_10,0.6975,0.9000327958
episode_717,c_6,c_8,c_7,m_1,0.7279,0.8091844293
episode_718,c_9,m_3,c_5,c_2,0.764,0.7067803078
episode_718,c_9,m_3,c_5,c_2,0.7604,0.6995679753
episode_719,c_10,m_1,c_4,c_11,0.739,0.7732443058
episode_720,c_3,c_11,c_4,m_1,0.7401,0.7668442963
episode_721,c_12,c_2,c_1,c_7,0.7053,0.8600726574
episode_722,c_6,m_2,c_1,s,0.717,0.8233514613
episode_723,c_3,c_6,c_1,m_2,0.6813,0.9156428357
episode_724,c_10,c_9,c_6,c_9,0.7404,0.7674590044
episode_725,c_6,c_11,c_12,c_5,0.7161,0.8256734054
episode_726,c_8,m_1,s,-,0.7055,0.8629354924
episode_726,c_8,m_1,s,-,0.68,0.9205444848
episode_727,c_1,c_1,c_11,c_6,0.7271,0.8297973987
episode_728,c_7,c_3,c_3,m_1,0.7384,0.7740394232
episode_729,c_4,c_9,c_4,c_12,0.7342,0.8088925929
episode_730,c_5,c_6,c_1,c_6,0.7405,0.7749704713
episode_731,m_2,c_8,m_3,s,0.6891,0.897268104
episode_732,c_10,c_2,c_6,c_3,0.7415,0.7910170586
episode_733,c_11,c_7,c_5,c_10,0.7332,0.7897909986
episode_734,c_10,c_5,c_7,m_3,0.7404,0.7785819832
episode_735,c_2,c_5,m_3,c_6,0.74,0.7556744553
episode_736,c_7,c_11,c_5,c_5,0.7401,0.7677197904
episode_737,c_3,c_11,c_4,m_3,0.7274,0.7873679196
episode_738,c_1,c_4,c_11,m_1,0.7135,0.8356865856
episode_739,c_7,c_4,s,-,0.6994,0.8946182781
episode_740,c_11,m_2,c_1,c_10,0.768,0.7256743255
episode_741,c_3,c_10,c_10,c_10,0.7135,0.8434791435
episode_742,c_6,c_8,c_1,c_7,0.7109,0.841605378
episode_743,c_2,c_1,c_1,c_3,0.7203,0.8291439315
episode_744,m_2,m_3,c_10,c_4,0.6055,1.1048950537
episode_745,c_4,c_7,c_1,c_11,0.718,0.8211727259
episode_746,c_4,m_1,m_2,m_3,0.6604,1.0681402695
episode_747,m_3,c_12,c_1,c_5,0.6786,0.9605158808
episode_748,c_10,c_12,c_12,c_3,0.772,0.6725099054
episode_749,c_5,c_6,c_5,c_10,0.6975,0.9000327958
episode_750,c_1,m_2,c_5,c_5,0.7494,0.7732040018
episode_751,c_5,m_1,m_2,s,0.7092,0.8411604651
episode_752,m_3,c_12,c_3,c_4,0.7104,0.8867726786
episode_753,c_12,c_3,c_7,c_12,0.7385,0.7832659954
episode_754,c_12,c_1,c_6,c_1,0.7349,0.7821212946
episode_755,c_4,c_9,c_2,c_8,0.6914,0.9277446179
episode_756,c_9,c_11,m_3,c_9,0.7804,0.6454612292
episode_757,c_7,c_10,c_3,c_3,0.7222,0.8407313009
episode_758,c_12,c_10,c_8,c_9,0.7564,0.7773288469
episode_759,c_12,c_3,c_2,c_1,0.7275,0.7976920635
episode_760,c_9,c_4,c_5,c_9,0.7022,0.8714258204
episode_761,c_6,c_3,c_8,c_9,0.7614,0.7158518162
episode_762,c_11,c_8,c_2,c_7,0.7296,0.8234360091
episode_763,c_4,c_2,c_6,c_12,0.6993,0.9195123248
episode_764,c_5,c_12,c_12,c_12,0.7309,0.8424393962
episode_765,c_8,c_5,c_8,c_9,0.7401,0.850230186
episode_766,c_4,c_8,m_2,c_1,0.7143,0.8265151773
episode_767,c_1,c_6,c_1,m_3,0.7088,0.8393553137
episode_768,c_9,c_1,c_10,m_2,0.6978,0.8862281027
episode_769,c_3,c_8,c_6,c_10,0.7323,0.8009937073
episode_770,c_7,c_12,m_2,c_5,0.7508,0.7460652253
episode_771,c_3,c_4,c_7,c_11,0.7025,0.9002514707
episode_772,c_1,c_2,m_1,c_1,0.7201,0.8207984342
episode_773,c_7,c_11,c_8,c_4,0.7148,0.8499813066
episode_774,c_7,c_12,c_10,c_11,0.7468,0.7452288258
episode_775,c_4,c_11,c_9,c_11,0.7305,0.8306585573
episode_776,c_6,m_2,c_11,c_6,0.7681,0.7154412151
episode_777,c_1,c_7,c_6,c_8,0.7203,0.79331731
episode_778,c_3,c_1,m_2,c_6,0.7395,0.8050931557
episode_779,c_1,m_2,c_5,c_5,0.7494,0.7732040018
episode_780,c_6,c_4,c_12,c_11,0.7464,0.749322251
episode_781,c_11,c_4,c_11,m_1,0.7,0.8545227153
episode_782,c_6,c_7,c_4,c_1,0.7127,0.8467045276
episode_783,c_3,c_10,c_11,c_10,0.7062,0.8614895272
episode_784,c_7,c_7,c_12,c_7,0.7321,0.8341422264
episode_785,c_3,c_4,m_3,c_10,0.729,0.8218633204
episode_786,m_1,m_3,c_7,m_3,0.552,1.2728513615
episode_787,c_9,c_2,c_3,m_3,0.7154,0.8192665898
episode_788,c_1,c_3,c_3,c_1,0.7349,0.7818603355
episode_789,c_2,c_9,s,-,0.6842,0.9562252809
episode_790,c_7,c_4,c_6,c_11,0.7361,0.7964075973
episode_791,c_5,c_9,c_8,c_6,0.6977,1.006590204
